Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-22 00:00:00-05:00,0.04011600501302752,0.044772211646780476,0.03557900155941569,0.037609100341796875,2714688000,0.0,0.0
1999-01-25 00:00:00-05:00,0.04059372290489335,0.04202597806065865,0.03760909398371114,0.04154917225241661,510480000,0.0,0.0
1999-01-26 00:00:00-05:00,0.04202598081319058,0.042862227055495604,0.037728296198894125,0.038325224071741104,343200000,0.0,0.0
1999-01-27 00:00:00-05:00,0.0384444214122623,0.03939987076243328,0.03629512322299562,0.03820601850748062,244368000,0.0,0.0
1999-01-28 00:00:00-05:00,0.03820601512114467,0.038444418004795845,0.03784749363815554,0.03808589652180672,227520000,0.0,0.0
1999-01-29 00:00:00-05:00,0.03808591180873485,0.03820603045628604,0.03629513457417488,0.03629513457417488,244032000,0.0,0.0
1999-02-01 00:00:00-05:00,0.03629513883809044,0.03725058518346186,0.03629513883809044,0.03701218217611313,154704000,0.0,0.0
1999-02-02 00:00:00-05:00,0.036295127437525956,0.03725057348278479,0.03307209181318057,0.0341467410326004,264096000,0.0,0.0
1999-02-03 00:00:00-05:00,0.033669019517226985,0.03534059321554572,0.03342969772055992,0.03486286848783493,75120000,0.0,0.0
1999-02-04 00:00:00-05:00,0.035340595788536065,0.03772830073530472,0.03486287102604428,0.03677285462617874,181920000,0.0,0.0
1999-02-05 00:00:00-05:00,0.03736977925595415,0.03820602560106895,0.036415248594080706,0.037847504019737244,136848000,0.0,0.0
1999-02-08 00:00:00-05:00,0.03808590578274172,0.038206024411287606,0.036534447222948074,0.036534447222948074,154080000,0.0,0.0
1999-02-09 00:00:00-05:00,0.03725055461480135,0.037488960842366886,0.03462353277603087,0.035101257264614105,86976000,0.0,0.0
1999-02-10 00:00:00-05:00,0.035101276495569586,0.036056722580341205,0.03414674244474981,0.034743670374155045,148224000,0.0,0.0
1999-02-11 00:00:00-05:00,0.034862872361725084,0.039160557657425314,0.034862872361725084,0.03772830218076706,132240000,0.0,0.0
1999-02-12 00:00:00-05:00,0.038206027375160455,0.040116007653289744,0.038206027375160455,0.03987760469317436,109728000,0.0,0.0
1999-02-16 00:00:00-05:00,0.040593718087016284,0.04226529481403063,0.036056712523036,0.04011599346995354,211008000,0.0,0.0
1999-02-17 00:00:00-05:00,0.03916056224291511,0.03963828707964867,0.03725058176181391,0.037966709583997726,67728000,0.0,0.0
1999-02-18 00:00:00-05:00,0.03916056735022302,0.0396382922492613,0.037488993052424036,0.03856364265084267,70704000,0.0,0.0
