Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-03-17 00:00:00-05:00,0.18149970471858978,0.1844035213304026,0.18149970471858978,0.18149970471858978,10924800,0.0,0.0
1980-03-18 00:00:00-05:00,0.1814997017429844,0.18295161002508745,0.18004781007766724,0.18004781007766724,17068800,0.0,0.0
1980-03-19 00:00:00-05:00,0.18440350890159607,0.18730787367159726,0.18440350890159607,0.18440350890159607,18508800,0.0,0.0
1980-03-20 00:00:00-05:00,0.18440362791238565,0.18658147501321565,0.18367767333984375,0.18367767333984375,11174400,0.0,0.0
1980-03-21 00:00:00-05:00,0.18004783651305611,0.18004783651305611,0.17714345455169678,0.17714345455169678,12172800,0.0,0.0
1980-03-24 00:00:00-05:00,0.17641746706408393,0.17641746706408393,0.17351365089416504,0.17351365089416504,8966400,0.0,0.0
1980-03-25 00:00:00-05:00,0.1742396503686905,0.17714345067897597,0.1742396503686905,0.1742396503686905,11347200,0.0,0.0
1980-03-26 00:00:00-05:00,0.1742396492810806,0.17569155773555445,0.17278774082660675,0.17278774082660675,16262400,0.0,0.0
1980-03-27 00:00:00-05:00,0.16988394648226135,0.16988394648226135,0.16697958111763,0.16697958111763,26918400,0.0,0.0
1980-03-28 00:00:00-05:00,0.17351365089416504,0.17641746706408393,0.17351365089416504,0.17351365089416504,20102400,0.0,0.0
1980-03-31 00:00:00-05:00,0.17932197451591492,0.18222577638351695,0.17932197451591492,0.17932197451591492,9004800,0.0,0.0
1980-04-01 00:00:00-05:00,0.18004781007766724,0.18295161002508745,0.18004781007766724,0.18004781007766724,8179200,0.0,0.0
1980-04-02 00:00:00-05:00,0.18149970471858978,0.1844035213304026,0.18149970471858978,0.18149970471858978,12556800,0.0,0.0
1980-04-03 00:00:00-05:00,0.18077382010928675,0.18077382010928675,0.1778694540262222,0.17786945402622223,6988800,0.0,0.0
1980-04-07 00:00:00-05:00,0.17641746706408393,0.17641746706408393,0.17351365089416504,0.17351365089416504,13478400,0.0,0.0
1980-04-08 00:00:00-05:00,0.1742396503686905,0.17714345067897597,0.1742396503686905,0.1742396503686905,29184000,0.0,0.0
1980-04-09 00:00:00-05:00,0.1735137977333,0.1735137977333,0.1706099957227707,0.1706099957227707,11558400,0.0,0.0
1980-04-10 00:00:00-05:00,0.17060986092453612,0.17278770655752573,0.16988390684127808,0.16988390684127808,14784000,0.0,0.0
1980-04-11 00:00:00-05:00,0.16988390684127808,0.17278770655752573,0.16988390684127808,0.16988390684127808,9523200,0.0,0.0
1980-04-14 00:00:00-05:00,0.17133589088916779,0.1742396918914531,0.17133589088916779,0.17133589088916779,8025600,0.0,0.0
1980-04-15 00:00:00-05:00,0.17133587339354245,0.17206181110739216,0.16915744543075562,0.16915744543075562,10598400,0.0,0.0
1980-04-16 00:00:00-05:00,0.1655277132018988,0.1655277132018988,0.16262391209602356,0.16262391209602356,10752000,0.0,0.0
1980-04-17 00:00:00-05:00,0.16262395492981735,0.16262395492981735,0.1597195714712143,0.1597195714712143,17702400,0.0,0.0
1980-04-18 00:00:00-05:00,0.16189788281917572,0.16480168258261013,0.16189788281917572,0.16189788281917572,18739200,0.0,0.0
1980-04-21 00:00:00-05:00,0.16189800045845493,0.1633498930867625,0.16044552624225616,0.16044552624225616,9043200,0.0,0.0
1980-04-22 00:00:00-05:00,0.16770558059215548,0.17060994673995022,0.16770558059215548,0.16770558059215546,20428800,0.0,0.0
1980-04-23 00:00:00-05:00,0.1778694540262222,0.18077382010928675,0.1778694540262222,0.17786945402622223,14822400,0.0,0.0
1980-04-24 00:00:00-05:00,0.1785959154367447,0.18149971560595757,0.1785959154367447,0.1785959154367447,8832000,0.0,0.0
1980-04-25 00:00:00-05:00,0.17859586461970745,0.17859586461970745,0.17569150030612946,0.17569150030612946,7104000,0.0,0.0
1980-04-28 00:00:00-04:00,0.1756915588322272,0.17714345067897597,0.1742396503686905,0.1742396503686905,6931200,0.0,0.0
1980-04-29 00:00:00-04:00,0.17569150030612946,0.17859586461970745,0.17569150030612946,0.17569150030612946,6297600,0.0,0.0
1980-04-30 00:00:00-04:00,0.1778694540262222,0.18077382010928675,0.1778694540262222,0.17786945402622223,7065600,0.0,0.0
1980-05-01 00:00:00-04:00,0.1785959154367447,0.18149971560595757,0.1785959154367447,0.1785959154367447,7008000,0.0,0.0
1980-05-02 00:00:00-04:00,0.18149970471858978,0.1844035213304026,0.18149970471858978,0.18149970471858978,5510400,0.0,0.0
1980-05-05 00:00:00-04:00,0.18367767333984375,0.18658147501321565,0.18367767333984375,0.18367767333984375,3513600,0.0,0.0
1980-05-06 00:00:00-04:00,0.1836775833788211,0.18585542941299255,0.18295162916183472,0.18295162916183472,6988800,0.0,0.0
1980-05-07 00:00:00-04:00,0.18295162916183472,0.18585542941299255,0.18295162916183472,0.18295162916183472,6393600,0.0,0.0
1980-05-08 00:00:00-04:00,0.18295167272168983,0.18367762711152222,0.1807738095521927,0.1807738095521927,7468800,0.0,0.0
1980-05-09 00:00:00-04:00,0.18295162916183472,0.18585542941299255,0.18295162916183472,0.18295162916183472,16684800,0.0,0.0
1980-05-12 00:00:00-04:00,0.1829517034081956,0.185129566942986,0.18222574889659884,0.18222574889659882,8582400,0.0,0.0
1980-05-13 00:00:00-04:00,0.18585547804832458,0.18875986064707798,0.18585547804832458,0.18585547804832458,7372800,0.0,0.0
1980-05-14 00:00:00-04:00,0.1887597143650055,0.19166351312569957,0.1887597143650055,0.1887597143650055,4742400,0.0,0.0
1980-05-15 00:00:00-04:00,0.19021165370941162,0.1931154698238234,0.19021165370941162,0.19021165370941162,8102400,0.0,0.0
1980-05-16 00:00:00-04:00,0.19238950312137604,0.19529330242771395,0.19238950312137604,0.19238950312137604,4838400,0.0,0.0
1980-05-19 00:00:00-04:00,0.19311559200286865,0.1960199583086437,0.19311559200286865,0.19311559200286865,8640000,0.0,0.0
1980-05-20 00:00:00-04:00,0.1931155610014867,0.19384151537284205,0.19093769788742063,0.19093769788742065,21811200,0.0,0.0
1980-05-21 00:00:00-04:00,0.18948587447257442,0.18948587447257442,0.18658150732517245,0.18658150732517242,10540800,0.0,0.0
1980-05-22 00:00:00-04:00,0.18658135459688266,0.18730787367159726,0.18440350890159607,0.18440350890159607,5318400,0.0,0.0
1980-05-23 00:00:00-04:00,0.19093769788742063,0.19384151537284205,0.19093769788742063,0.19093769788742065,29779200,0.0,0.0
